,credit_score,gender,age,tenure,balance,num_products,credit_card,active,salary,churn,complain,satisfaction,points,country_F,country_G,country_S,card_D,card_G,card_P,card_S,umap_1,umap_2
6080,1,0,2,2,0,1,0,0,3,1,1,1,4,0,0,1,0,0,0,1,15.422436,11.912183
6081,0,1,3,8,1,1,0,1,0,1,1,1,3,1,0,0,0,0,0,1,6.8104286,15.082905
6082,2,1,2,8,2,1,1,0,1,0,0,4,2,0,1,0,0,1,0,0,7.9578447,-4.750087
6083,0,1,2,1,2,1,1,1,1,1,1,5,5,0,1,0,0,1,0,0,12.680465,-4.681707
6084,0,0,1,9,2,1,1,1,2,0,0,4,5,0,1,0,0,0,1,0,3.9837055,2.0140514
6085,0,1,3,7,3,1,1,0,1,1,1,4,4,0,1,0,0,0,1,0,4.9586477,3.9627304
6086,0,1,2,3,3,2,1,1,0,0,0,5,1,0,0,1,1,0,0,0,-1.1181027,-12.6067915
6087,0,0,1,9,2,1,1,0,3,1,1,2,3,1,0,0,0,0,0,1,5.1038356,18.285873
6088,1,0,1,7,0,2,1,0,1,0,0,3,0,1,0,0,1,0,0,0,-4.681778,-2.5028934
6089,2,1,1,2,0,2,1,1,3,0,0,2,7,1,0,0,0,0,1,0,0.20838502,8.249185
6090,0,1,1,7,0,2,0,1,3,0,0,2,5,1,0,0,0,1,0,0,-6.0149355,6.6688666
6091,3,0,1,2,1,1,0,1,1,0,0,3,0,0,1,0,0,0,1,0,5.3130336,2.3496363
6092,1,1,2,3,2,2,1,1,2,0,0,5,5,0,1,0,0,1,0,0,13.888649,-4.8746586
6093,2,1,2,7,2,2,1,1,1,0,0,5,1,0,1,0,1,0,0,0,-1.068529,-12.616383
6094,1,0,1,10,2,1,1,0,2,0,0,5,5,1,0,0,0,0,0,1,5.821367,19.434086
6095,1,1,2,8,3,1,1,1,1,0,0,2,0,0,0,1,0,1,0,0,-0.92697144,-6.3914804
6096,1,1,2,4,3,1,1,0,1,0,0,5,5,0,1,0,1,0,0,0,1.6518067,-10.925745
6097,0,1,3,9,2,2,1,1,1,1,1,5,0,0,1,0,1,0,0,0,0.09483928,-12.739931
6098,0,0,4,5,1,1,0,1,2,0,0,5,1,0,1,0,0,0,0,1,19.402573,1.4938933
6099,0,1,3,9,2,1,1,0,3,1,1,2,2,0,1,0,0,1,0,0,10.881818,-4.095416
6100,2,1,1,2,2,2,1,0,1,0,0,1,7,1,0,0,0,0,0,1,1.9736761,19.23735
6101,3,1,1,6,0,1,1,1,0,1,1,4,5,0,0,1,0,1,0,0,-0.48915413,-5.9979267
6102,1,0,2,6,0,2,1,1,1,0,0,4,0,0,0,1,0,0,1,0,14.10676,4.8662558
6103,1,1,1,10,0,2,0,1,2,0,0,2,1,1,0,0,0,0,0,1,6.5840454,14.9529
6104,2,1,3,9,2,1,1,0,3,1,1,1,5,0,1,0,0,1,0,0,10.892068,-4.0838223
6105,1,0,1,0,2,2,1,0,3,0,0,5,7,1,0,0,1,0,0,0,-4.562928,-2.3431764
6106,2,1,1,3,2,2,1,1,2,0,0,2,2,0,1,0,0,1,0,0,13.904101,-4.868592
6107,2,1,2,5,2,2,1,0,3,0,0,3,6,0,1,0,0,0,1,0,7.009164,0.47128266
6108,0,1,2,3,1,2,1,1,2,0,0,3,6,1,0,0,0,0,1,0,0.296041,8.308783
6109,1,0,1,3,2,1,1,1,3,1,1,5,6,0,1,0,1,0,0,0,0.49374506,-13.413487
6110,1,1,1,9,0,2,0,1,0,0,0,2,3,1,0,0,1,0,0,0,-0.2431883,2.4800355
6111,1,1,0,9,3,1,1,0,2,0,0,4,6,1,0,0,1,0,0,0,-8.423117,-6.8397617
6112,0,1,1,1,1,2,1,0,2,0,0,5,5,0,1,0,0,0,1,0,7.02095,0.45320824
6113,1,1,2,2,0,2,0,1,2,0,0,4,6,0,0,1,0,0,0,1,16.771315,12.3602915
6114,1,0,2,5,0,2,1,0,1,1,1,5,1,1,0,0,0,0,0,1,5.2044673,18.367731
6115,0,1,2,7,0,2,0,1,3,0,0,4,7,1,0,0,0,1,0,0,-6.0317163,6.6507874
6116,1,1,5,0,2,1,0,1,0,0,0,2,6,1,0,0,1,0,0,0,-0.23040946,2.4920871
6117,3,1,2,2,0,2,1,0,2,0,0,2,0,0,0,1,1,0,0,0,11.162484,-13.254638
6118,1,0,3,5,3,1,0,0,2,0,0,3,4,1,0,0,1,0,0,0,-3.1220627,-0.86063963
6119,0,1,1,1,0,2,1,1,1,0,0,3,6,1,0,0,1,0,0,0,-12.104047,-3.638928
6120,2,1,2,7,0,1,1,1,2,0,0,5,5,1,0,0,0,1,0,0,-11.01617,9.356509
6121,2,1,3,8,0,2,1,0,0,0,0,2,4,1,0,0,0,0,0,1,2.0027208,19.170229
6122,1,1,2,3,2,1,1,0,0,1,1,5,5,1,0,0,1,0,0,0,-8.247278,-4.471785
6123,0,0,1,6,0,2,1,1,1,0,0,4,7,0,0,1,0,0,1,0,14.208442,4.9489994
6124,2,1,1,7,0,1,0,1,1,0,0,2,7,0,0,1,1,0,0,0,10.110347,-10.832847
6125,0,0,1,7,1,1,0,1,3,0,0,2,1,0,1,0,0,0,1,0,5.219758,2.429083
6126,0,0,1,5,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,1,8.555628,15.408321
6127,2,0,1,2,0,2,1,0,1,0,0,1,2,1,0,0,0,0,0,1,6.175144,19.28408
6128,3,1,2,1,0,2,0,1,0,0,0,1,3,1,0,0,0,1,0,0,-5.961374,6.721506
6129,0,1,2,4,1,2,0,1,0,0,0,2,3,0,1,0,0,0,0,1,20.208303,0.78257215
6130,1,0,2,2,3,2,0,0,1,0,0,1,3,0,1,0,0,1,0,0,11.638063,-4.3405232
6131,2,1,4,9,0,3,1,1,1,1,1,4,0,1,0,0,0,1,0,0,-11.039154,9.020598
6132,2,0,1,9,2,1,1,0,3,0,0,1,3,1,0,0,0,1,0,0,-10.107641,3.216572
6133,1,0,1,4,2,2,1,0,1,0,0,5,7,0,1,0,0,0,1,0,5.7680044,0.99003005
6134,2,0,1,8,0,2,1,1,1,0,0,5,0,0,0,1,0,0,0,1,15.540409,13.499467
6135,0,1,2,8,2,2,1,1,3,0,0,1,3,0,0,1,0,0,0,1,18.046776,10.559034
6136,2,0,1,6,2,1,1,1,3,0,0,4,4,0,0,1,0,1,0,0,1.4090002,-6.638869
6137,1,0,3,3,0,1,1,0,3,1,1,1,4,1,0,0,1,0,0,0,-3.8208945,-0.2598504
6138,0,1,3,9,2,1,1,0,1,1,1,4,2,1,0,0,0,1,0,0,-10.574071,5.04249
6139,1,0,2,4,0,2,1,0,2,0,0,4,3,1,0,0,0,0,0,1,6.016666,19.100212
6140,0,0,1,8,1,1,0,0,2,0,0,2,5,1,0,0,0,0,0,1,5.236705,17.48378
6141,0,1,0,1,0,2,1,1,3,0,0,3,6,1,0,0,0,1,0,0,-10.812856,9.565823
6142,2,0,2,1,0,2,1,0,0,0,0,4,4,1,0,0,0,1,0,0,-10.348066,2.9163227
6143,2,0,0,10,2,2,1,0,0,0,0,1,7,0,1,0,0,0,0,1,21.455973,1.9553928
6144,2,0,3,3,3,1,1,0,3,0,0,1,4,0,0,1,0,0,0,1,14.447755,11.772046
6145,0,0,0,7,0,2,1,0,2,0,0,5,3,0,0,1,0,0,1,0,11.7238245,4.5670033
6146,2,0,1,3,2,2,0,1,0,0,0,4,0,0,0,1,0,0,0,1,16.18488,12.622176
6147,2,1,1,2,2,2,1,0,1,0,0,5,3,0,1,0,0,0,0,1,20.774992,3.5186381
6148,1,0,1,9,1,1,1,0,3,0,0,4,6,1,0,0,0,1,0,0,-10.2191725,3.0623322
6149,1,1,1,6,0,2,1,1,2,0,0,3,3,0,0,1,1,0,0,0,8.381302,-10.505509
6150,1,1,2,8,2,3,1,0,1,1,1,1,4,0,1,0,0,0,0,1,20.150871,2.6523323
6151,2,0,1,10,1,2,0,0,1,0,0,2,3,0,0,1,1,0,0,0,11.075232,-11.659417
6152,0,0,4,2,0,1,1,1,0,0,0,3,7,1,0,0,0,1,0,0,-8.969553,6.1209993
6153,0,1,1,5,2,2,1,1,2,0,0,4,6,1,0,0,0,0,1,0,0.08434257,8.723172
6154,2,0,2,3,3,1,1,1,0,0,0,5,5,0,1,0,0,0,1,0,3.939264,1.9495156
6155,2,1,1,4,0,2,1,0,2,0,0,3,0,1,0,0,1,0,0,0,-8.709581,-6.424192
6156,2,1,1,8,0,2,0,0,1,0,0,2,3,0,0,1,0,0,1,0,13.172007,3.106933
6157,0,1,1,3,0,2,1,0,2,0,0,4,7,1,0,0,1,0,0,0,-8.807619,-6.3838444
6158,2,1,1,0,2,1,1,0,3,0,0,5,1,1,0,0,0,0,0,1,1.7399672,19.52184
6159,2,0,1,5,3,1,0,1,2,1,1,1,3,0,1,0,1,0,0,0,0.80503905,-13.455299
6160,1,0,0,1,0,2,1,0,1,0,0,4,7,1,0,0,0,0,0,1,6.0876017,19.122166
6161,0,1,2,8,0,2,0,0,1,0,0,5,6,1,0,0,0,0,1,0,-2.0526946,12.451739
6162,2,1,1,5,1,1,1,1,2,0,0,4,2,1,0,0,0,0,0,1,7.3770757,12.270272
6163,0,0,1,7,2,2,1,0,2,0,0,2,4,0,1,0,0,0,1,0,5.798133,1.0241675
6164,2,1,4,7,3,2,0,1,0,0,0,5,7,0,1,0,1,0,0,0,0.15843298,-12.164679
6165,1,0,2,8,0,3,1,1,1,1,1,2,7,0,0,1,0,1,0,0,1.3905776,-6.412844
6166,2,1,4,2,2,1,0,1,3,0,0,1,4,1,0,0,0,0,0,1,6.670605,14.999217
6167,1,1,5,7,2,1,0,1,1,0,0,1,3,0,0,1,0,1,0,0,3.0236466,-6.60049
6168,0,0,1,10,3,1,1,1,0,0,0,3,6,1,0,0,1,0,0,0,-3.0117116,1.8253319
6169,0,1,1,9,0,1,1,0,0,0,0,3,5,1,0,0,0,1,0,0,-16.134033,5.1410728
6170,2,0,1,2,1,1,1,0,2,0,0,2,4,1,0,0,1,0,0,0,-4.3892465,-2.2474885
6171,1,1,4,3,2,1,1,1,0,0,0,1,2,0,0,1,0,1,0,0,-0.97997683,-6.354317
6172,0,1,2,5,1,3,1,1,2,1,1,4,7,0,1,0,0,0,0,1,19.634653,0.31709722
6173,2,0,5,1,0,1,1,1,0,0,0,3,2,1,0,0,1,0,0,0,-2.7138386,1.5643299
6174,1,1,1,1,2,1,0,1,0,0,0,5,4,0,1,0,0,0,1,0,14.069036,3.1677685
6175,0,1,1,4,0,2,1,1,0,0,0,1,6,0,0,1,1,0,0,0,8.25078,-10.516567
6176,1,0,2,8,2,2,1,1,2,0,0,3,6,0,1,0,0,0,0,1,18.638247,1.3861629
6177,2,1,2,3,2,1,0,0,3,1,1,5,5,0,1,0,0,0,0,1,20.283182,2.222346
6178,3,0,2,4,1,2,0,0,2,0,0,1,0,0,1,0,0,0,1,0,5.6401434,2.021038
6179,1,0,1,4,3,1,1,1,1,0,0,5,7,0,1,0,0,0,1,0,3.9443145,1.9619209
6180,0,1,2,4,0,2,1,1,0,0,0,3,2,0,0,1,0,0,0,1,17.81032,10.548136
6181,0,1,2,10,2,2,1,0,1,0,0,3,5,1,0,0,1,0,0,0,-8.597361,-6.7104087
6182,2,0,2,9,0,2,1,0,0,0,0,5,5,1,0,0,0,1,0,0,-10.3333025,2.9319277
6183,1,1,3,3,1,1,0,0,0,0,0,4,5,1,0,0,0,1,0,0,-11.575021,5.2508993
6184,2,1,3,4,3,2,0,0,1,1,1,5,5,0,0,1,1,0,0,0,10.71321,-11.570839
6185,2,1,2,6,2,1,1,1,0,0,0,5,3,0,1,0,0,0,1,0,6.8351007,5.018789
6186,1,1,2,5,0,1,0,1,3,1,1,2,3,1,0,0,0,1,0,0,-6.025702,6.7404456
6187,2,1,2,3,2,1,0,1,1,0,0,3,0,1,0,0,0,0,1,0,-2.0229445,11.058092
6188,3,0,3,5,2,2,1,1,0,1,1,5,5,0,1,0,0,1,0,0,12.452407,-4.4149485
6189,2,1,2,3,2,2,1,0,1,0,0,4,0,0,1,0,0,0,0,1,20.747635,3.4897847
6190,1,0,2,4,3,1,0,1,2,0,0,4,7,0,0,1,0,1,0,0,2.135738,-6.335781
6191,1,1,1,3,0,2,1,1,0,0,0,5,2,1,0,0,0,0,1,0,0.42344022,8.508424
6192,0,1,2,7,0,2,1,0,3,0,0,1,7,1,0,0,0,0,1,0,0.6578688,12.686106
6193,2,0,1,2,1,2,0,0,1,0,0,5,5,0,1,0,0,0,0,1,20.726257,1.8704815
6194,1,0,4,0,1,1,0,1,2,0,0,3,7,1,0,0,0,1,0,0,-7.616174,5.216575
6195,0,0,2,7,0,2,1,1,0,0,0,3,4,1,0,0,0,0,0,1,9.992247,17.39308
6196,2,1,1,5,1,1,1,1,3,0,0,1,2,1,0,0,1,0,0,0,-12.028786,-3.77207
6197,1,0,3,2,3,1,1,0,3,1,1,1,5,0,1,0,0,0,0,1,19.787819,2.4140737
6198,0,1,1,0,2,1,1,1,1,0,0,5,4,0,1,0,0,0,0,1,19.931412,-0.27901047
6199,0,0,1,8,0,2,0,0,3,0,0,1,4,0,0,1,0,1,0,0,2.066473,-5.524912
6200,3,0,1,3,1,1,0,0,0,0,0,1,3,0,1,0,0,0,1,0,5.619635,2.0677502
6201,1,1,2,5,0,3,0,0,3,0,0,4,1,1,0,0,1,0,0,0,-7.077303,-4.0072227
6202,2,1,3,8,2,1,0,1,1,0,0,3,5,0,0,1,1,0,0,0,10.0859785,-10.790069
6203,1,0,3,2,0,2,1,0,2,0,0,5,2,0,0,1,0,0,0,1,14.474701,11.855896
6204,0,1,1,1,3,1,1,0,1,0,0,2,4,1,0,0,0,0,1,0,0.6074633,12.060555
6205,0,0,1,4,1,1,0,0,1,1,1,5,5,1,0,0,0,1,0,0,-8.741084,4.4390755
6206,3,1,3,7,0,1,0,1,0,0,0,3,3,0,0,1,0,0,0,1,16.670113,12.268327
6207,1,1,1,9,2,1,1,0,1,0,0,4,5,1,0,0,0,1,0,0,-16.201704,5.016136
6208,2,1,1,10,0,2,1,1,1,0,0,3,4,1,0,0,1,0,0,0,-11.954409,-3.6940515
6209,2,0,2,9,1,1,0,0,3,1,1,4,6,1,0,0,0,0,1,0,-4.404852,13.280177
6210,0,1,1,3,0,2,1,0,2,0,0,4,4,0,0,1,0,0,0,1,15.4714775,10.422535
6211,0,0,2,7,2,1,0,0,3,0,0,1,4,0,1,0,1,0,0,0,1.6776762,-14.170612
6212,2,0,4,2,0,2,1,1,3,0,0,3,3,0,0,1,0,1,0,0,1.3783675,-6.6686273
6213,1,1,2,6,1,2,1,1,3,0,0,5,5,0,1,0,0,0,1,0,6.855617,5.0748754
6214,0,1,2,9,2,2,1,1,0,0,0,3,5,0,1,0,0,0,1,0,6.802074,5.020057
6215,0,1,2,6,2,1,1,1,0,0,0,1,4,0,0,1,0,0,1,0,14.622472,2.6079752
6216,0,1,3,1,0,1,1,0,1,0,0,4,5,1,0,0,1,0,0,0,-8.776017,-6.4864206
6217,2,1,1,2,0,2,1,1,2,0,0,1,6,1,0,0,0,0,1,0,0.27614158,8.1855345
6218,2,1,2,10,0,2,1,0,2,0,0,1,2,0,0,1,0,1,0,0,1.1332353,-3.8529203
6219,1,1,2,1,2,1,1,0,1,0,0,4,3,0,0,1,0,0,0,1,15.291075,10.575123
6220,3,1,1,10,2,2,1,0,3,0,0,2,4,1,0,0,0,1,0,0,-16.072685,5.1512127
6221,0,0,3,0,3,3,1,0,0,1,1,4,3,1,0,0,0,1,0,0,-9.492106,4.6597943
6222,1,1,1,2,0,2,1,1,0,0,0,4,2,1,0,0,0,1,0,0,-10.8835,9.079319
6223,2,1,1,0,1,1,1,1,1,0,0,4,6,1,0,0,0,0,0,1,7.3638716,12.1767845
6224,2,1,2,8,0,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.5081328,8.408395
6225,1,1,1,9,2,2,1,0,3,0,0,5,1,0,1,0,1,0,0,0,1.683721,-10.938002
6226,2,1,3,6,2,3,0,1,1,1,1,5,4,0,1,0,1,0,0,0,0.37410715,-12.521387
6227,1,0,1,3,2,1,1,1,2,0,0,5,3,1,0,0,0,1,0,0,-8.694323,6.389793
6228,1,1,2,5,1,1,1,1,1,0,0,5,7,0,1,0,1,0,0,0,-1.096856,-12.565474
6229,2,1,2,7,0,1,1,0,2,0,0,2,3,1,0,0,0,0,0,1,1.9426124,19.121613
6230,1,1,5,4,0,2,0,1,0,0,0,3,1,1,0,0,0,0,1,0,-2.266386,10.7567
6231,1,1,3,1,2,1,1,1,3,1,1,1,1,0,1,0,0,0,0,1,19.59937,0.6880164
6232,2,0,3,1,2,1,0,0,1,1,1,3,1,0,1,0,0,1,0,0,11.685307,-4.237373
6233,3,1,1,2,1,1,1,1,2,0,0,2,3,1,0,0,0,1,0,0,-11.33154,9.483653
6234,0,1,2,6,0,2,1,0,2,0,0,1,2,1,0,0,0,1,0,0,-15.908985,5.539829
6235,2,1,2,2,0,2,1,1,3,0,0,1,1,0,0,1,0,1,0,0,-0.89439034,-6.0737567
6236,0,1,2,3,1,1,0,0,3,0,0,1,6,1,0,0,1,0,0,0,-6.963467,-3.8916485
6237,1,0,1,1,0,2,1,1,2,0,0,3,5,1,0,0,0,1,0,0,-8.931563,6.1369777
6238,0,1,1,3,3,1,1,1,2,0,0,2,1,1,0,0,0,1,0,0,-11.564015,9.495019
6239,1,1,3,6,2,1,1,1,1,0,0,2,5,1,0,0,1,0,0,0,-12.348829,-4.114235
6240,0,1,1,1,3,1,1,0,3,0,0,1,5,1,0,0,0,1,0,0,-16.173082,4.935368
6241,2,0,1,1,2,2,1,1,0,0,0,2,0,0,1,0,0,0,0,1,18.725296,1.4023389
6242,2,1,3,8,1,1,1,1,3,0,0,1,4,0,1,0,0,1,0,0,13.918889,-4.886832
6243,1,1,1,1,2,2,1,0,1,0,0,4,1,0,1,0,1,0,0,0,1.6577506,-10.953426
6244,2,0,0,4,0,2,1,0,2,0,0,2,7,0,0,1,0,0,1,0,11.727104,4.5519266
6245,1,1,2,8,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2.3774552,-5.179637
6246,1,1,2,4,3,1,0,1,0,1,1,2,4,1,0,0,0,0,1,0,-1.9286382,11.252565
6247,2,0,3,1,0,2,0,0,1,0,0,4,7,1,0,0,0,0,1,0,-4.4631205,12.911542
6248,1,1,3,3,0,2,1,0,3,0,0,1,1,1,0,0,1,0,0,0,-8.619133,-6.426393
6249,2,0,3,0,0,2,0,0,2,0,0,1,3,1,0,0,0,0,0,1,5.3089004,17.391138
6250,1,1,2,10,3,1,1,0,0,0,0,3,4,1,0,0,1,0,0,0,-8.484514,-6.837338
6251,2,0,2,8,2,1,1,0,0,0,0,5,4,1,0,0,0,1,0,0,-10.160007,3.124183
6252,1,1,1,3,1,2,0,0,0,0,0,1,5,0,1,0,0,1,0,0,10.773966,-4.8762026
6253,0,0,1,5,2,1,1,1,0,1,1,3,3,0,1,0,0,1,0,0,12.493982,-4.455588
6254,0,1,2,1,2,1,1,0,3,0,0,1,7,0,1,0,0,0,1,0,7.0135536,0.464419
6255,0,1,4,4,2,3,1,0,0,1,1,1,3,0,1,0,1,0,0,0,1.3342992,-12.25919
6256,1,1,2,1,1,1,1,1,3,1,1,5,1,1,0,0,0,0,0,1,7.454676,12.866131
6257,2,1,2,9,2,1,1,0,3,0,0,5,3,0,1,0,0,0,0,1,20.703192,3.4370544
6258,2,0,1,2,2,1,1,0,2,0,0,5,3,1,0,0,0,0,1,0,-7.314604,13.32777
6259,1,0,1,9,2,2,1,1,0,0,0,3,7,0,1,0,1,0,0,0,-0.4213869,-14.676188
6260,1,0,1,10,2,2,1,1,0,0,0,3,0,1,0,0,0,0,0,1,9.699039,17.63532
6261,2,0,2,8,2,1,0,0,3,0,0,2,2,0,0,1,0,0,0,1,15.219081,12.134984
6262,0,1,2,1,1,2,0,1,1,1,1,4,0,1,0,0,0,1,0,0,-5.974631,6.731636
6263,0,1,2,3,0,2,1,1,3,0,0,4,0,1,0,0,0,1,0,0,-10.905603,9.496315
6264,2,1,2,9,2,2,0,0,0,0,0,3,4,0,1,0,1,0,0,0,0.8122194,-11.7256365
6265,3,1,2,6,0,2,1,0,2,0,0,1,5,1,0,0,1,0,0,0,-8.864946,-6.3359857
6266,0,0,1,7,2,1,1,0,1,0,0,3,6,0,0,1,0,0,0,1,14.428652,11.748446
6267,2,1,3,9,2,1,0,0,3,1,1,4,6,0,1,0,1,0,0,0,0.87907475,-12.414456
6268,2,0,3,5,1,1,1,1,1,0,0,5,5,1,0,0,1,0,0,0,-2.9120562,1.751397
6269,1,0,2,1,0,2,1,1,0,0,0,3,0,0,0,1,0,1,0,0,1.2371956,-6.5531483
6270,2,1,0,9,0,1,0,0,0,0,0,3,7,0,0,1,0,0,0,1,16.006296,11.45168
6271,2,1,3,6,3,1,1,1,0,1,1,1,5,1,0,0,0,0,0,1,7.442067,12.8905325
6272,0,0,3,1,0,1,1,1,2,1,1,1,5,1,0,0,1,0,0,0,-3.1560876,0.7702497
6273,2,1,2,2,3,2,0,1,1,1,1,5,7,0,0,1,0,1,0,0,3.0967379,-6.6831656
6274,0,1,3,3,2,1,1,0,2,1,1,4,6,0,1,0,1,0,0,0,1.2885835,-12.235453
6275,1,0,1,9,0,2,1,1,3,0,0,4,1,0,0,1,0,1,0,0,1.3303399,-6.6533065
6276,0,0,3,6,2,1,1,0,0,1,1,1,2,0,1,0,1,0,0,0,1.6576613,-13.0977745
6277,1,0,1,3,0,2,1,0,0,0,0,1,2,0,0,1,1,0,0,0,11.623732,-11.946191
6278,1,0,5,3,0,2,1,1,3,0,0,3,0,1,0,0,0,0,1,0,-5.9837494,16.179977
6279,2,0,4,9,2,3,1,0,1,1,1,2,7,0,0,1,1,0,0,0,10.831214,-12.08023
6280,0,1,1,4,2,1,1,1,2,0,0,3,7,0,1,0,0,0,0,1,19.900812,-0.2674542
6281,3,1,1,4,0,2,0,0,3,0,0,5,4,1,0,0,0,0,0,1,3.4360144,16.694775
6282,0,1,0,5,0,2,1,1,1,0,0,1,5,1,0,0,0,0,1,0,0.38054067,8.242981
6283,2,1,2,2,2,2,1,0,0,0,0,1,7,1,0,0,1,0,0,0,-8.540627,-6.7327952
6284,1,1,1,8,0,1,1,0,2,1,1,5,6,1,0,0,0,1,0,0,-10.603913,5.0464044
6285,3,0,2,7,2,1,0,1,2,0,0,5,5,0,1,0,0,1,0,0,11.898589,-5.182549
6286,1,0,2,9,0,2,1,0,2,0,0,5,4,1,0,0,0,1,0,0,-10.34929,2.9150257
6287,2,1,1,2,1,1,0,1,3,0,0,1,1,0,0,1,0,0,1,0,14.050342,3.1546884
6288,2,1,2,8,3,1,1,0,0,0,0,2,5,1,0,0,0,0,0,1,1.8203634,19.533329
6289,1,1,4,4,2,1,1,0,1,1,1,5,7,0,0,1,0,0,0,1,15.443151,10.973153
6290,0,0,1,8,2,1,1,1,2,0,0,5,3,1,0,0,0,0,0,1,9.716893,17.630346
6291,0,1,0,7,0,2,0,0,0,0,0,5,5,0,0,1,0,0,0,1,15.974298,11.395803
6292,0,0,1,1,2,1,0,1,1,0,0,3,4,1,0,0,0,0,0,1,8.509588,15.451995
6293,0,1,1,9,0,2,1,0,3,0,0,2,7,1,0,0,0,0,1,0,0.6701351,12.674083
6294,2,1,2,7,3,1,1,0,2,0,0,5,3,0,1,0,0,1,0,0,8.091644,-4.6165705
6295,0,0,3,1,2,3,0,0,1,1,1,2,1,0,0,1,0,1,0,0,1.8690395,-5.4186325
6296,1,1,1,0,0,2,0,1,0,0,0,2,7,1,0,0,0,1,0,0,-5.9128785,6.7711115
6297,3,0,1,1,0,1,0,0,2,0,0,3,1,1,0,0,0,1,0,0,-8.127092,3.5377226
6298,2,0,3,2,0,1,0,1,2,1,1,1,4,1,0,0,0,0,0,1,8.519926,15.517677
6299,1,1,0,7,2,1,1,0,1,0,0,3,4,1,0,0,0,0,0,1,1.723922,19.580484
6300,1,0,2,3,2,1,1,1,3,0,0,4,3,1,0,0,0,0,1,0,-6.1638865,15.727134
6301,2,0,3,6,1,1,1,0,2,0,0,2,6,0,1,0,1,0,0,0,2.5124807,-14.855542
6302,0,1,2,4,0,2,0,1,1,0,0,2,3,0,0,1,0,1,0,0,3.0470374,-6.6415963
6303,2,0,3,4,2,1,1,0,3,1,1,1,2,0,1,0,0,0,0,1,19.745998,2.4112308
6304,1,0,2,2,0,2,0,1,0,0,0,1,3,1,0,0,0,0,0,1,8.552801,15.427493
6305,2,0,1,7,1,2,1,1,1,0,0,3,2,0,1,0,0,0,1,0,4.040983,2.055168
6306,2,1,1,9,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,1,7.758961,12.394041
6307,1,1,1,4,2,2,1,1,3,0,0,5,0,0,1,0,0,0,1,0,6.8054013,5.0325403
6308,0,1,3,5,1,2,1,0,3,1,1,2,1,0,1,0,0,0,1,0,4.9599833,3.9619753
6309,2,1,1,9,0,2,0,1,2,0,0,1,7,1,0,0,0,0,1,0,-2.2476125,10.816015
6310,2,1,2,4,1,2,1,0,0,0,0,1,4,0,0,1,0,0,1,0,12.250072,2.9277418
6311,2,1,1,8,0,2,1,1,2,0,0,5,6,1,0,0,0,0,1,0,0.37818855,8.313733
6312,1,0,1,9,3,1,1,0,3,0,0,2,5,0,1,0,1,0,0,0,2.4256196,-14.800347
6313,0,1,1,3,2,1,1,0,1,0,0,2,3,1,0,0,1,0,0,0,-8.5650015,-6.7504883
6314,3,0,2,10,1,1,1,1,2,1,1,3,0,1,0,0,0,0,1,0,-5.299346,15.211582
6315,0,1,5,9,2,1,1,0,3,1,1,1,5,0,0,1,0,0,0,1,15.428561,10.945228
6316,2,1,2,6,2,2,0,1,3,0,0,5,1,1,0,0,0,0,1,0,-2.0630236,11.008893
6317,0,1,1,7,2,1,1,1,0,0,0,2,2,1,0,0,0,1,0,0,-11.502674,9.223463
6318,2,0,4,9,2,1,0,0,3,1,1,5,0,0,1,0,1,0,0,0,1.4197187,-13.179244
6319,1,0,0,3,2,1,1,1,3,0,0,5,6,0,1,0,0,0,1,0,3.996873,2.0273597
6320,1,1,1,5,2,1,0,1,3,0,0,2,5,0,0,1,0,0,0,1,16.640314,12.254105
6321,1,1,3,0,2,1,1,1,0,0,0,5,6,1,0,0,0,0,1,0,0.2796696,8.915058
6322,2,1,3,2,0,2,0,1,2,0,0,3,6,1,0,0,0,1,0,0,-5.9889174,6.695414
6323,0,1,1,8,2,1,0,0,2,0,0,2,5,1,0,0,0,1,0,0,-11.494382,5.3126626
6324,2,0,1,0,0,2,1,1,0,1,1,3,2,0,0,1,0,0,1,0,14.014815,4.7139306
6325,2,1,4,5,2,1,1,1,3,1,1,5,2,0,1,0,0,0,0,1,19.623058,0.671395
6326,0,1,1,8,2,1,1,0,2,0,0,3,0,1,0,0,0,1,0,0,-16.069847,5.136691
6327,1,0,2,3,2,2,1,1,3,0,0,5,0,0,0,1,0,0,1,0,14.071366,4.8391304
6328,2,0,2,7,2,1,0,0,1,0,0,3,0,0,0,1,0,0,0,1,15.240486,12.129314
6329,2,1,1,2,2,1,1,1,1,0,0,2,4,0,1,0,0,1,0,0,13.8617935,-4.8259716
6330,2,0,2,6,0,1,0,0,0,0,0,4,3,1,0,0,1,0,0,0,-3.0616314,-0.8966987
6331,1,1,2,8,2,1,1,1,1,0,0,3,3,0,1,0,0,1,0,0,13.894209,-4.8552732
6332,1,0,2,4,1,1,1,1,0,0,0,3,1,1,0,0,1,0,0,0,-2.875728,1.6193465
6333,1,1,1,8,2,1,1,1,2,0,0,1,1,1,0,0,1,0,0,0,-12.340404,-4.169334
6334,1,0,2,6,0,2,1,1,2,0,0,4,0,0,0,1,1,0,0,0,9.259513,-12.291894
